distance,tasks,shots,logical_errors,sum_replica_elapsed_sec,mean_replica_elapsed_sec,min_replica_elapsed_sec,max_replica_elapsed_sec,sum_subprocess_wall_sec
3,32,3200000,139119,4.445345640182495,0.13891705125570297,0.051405906677246094,0.3860640525817871,35.741924784029834
5,32,3200000,214857,33.29898118972778,1.0405931621789932,0.239088773727417,2.671009063720703,65.7761755248066
7,32,3200000,276109,116.78631496429443,3.649572342634201,0.7907638549804688,10.269168853759766,146.4816954046255
9,32,3200000,323699,298.0598258972168,9.314369559288025,1.9837980270385742,26.866914749145508,337.0840400898596
